logstream_idc,logstream_province,logstream_isp,cmatch,real,predict
gzhxy,hebei,DXTNET,351,1.6274008848616903,1.66
gzhxy,hebei,DXTNET,359,1.9909816552602502,1.97
gzhxy,hebei,DXTNET,366,1.6419890805466675,1.6574999999999998
gzhxy,hebei,EGOVNET,201,0.0,0.0
gzhxy,hebei,EGOVNET,204,0.0,0.0
gzhxy,hebei,EGOVNET,207,0.0,0.0
gzhxy,hebei,EGOVNET,222,0.0,0.0
gzhxy,hebei,EGOVNET,225,0.0,0.0
gzhxy,hebei,EGOVNET,228,0.0,0.0
gzhxy,hebei,EGOVNET,333,0.0,0.0
gzhxy,hebei,EGOVNET,351,0.0,0.0
gzhxy,hebei,EGOVNET,359,0.0,0.0
gzhxy,hebei,EGOVNET,366,0.0,0.0
gzhxy,hebei,UNICOM,201,113.05162865623436,112.0975
gzhxy,hebei,UNICOM,204,113.51812448366127,112.605
gzhxy,hebei,UNICOM,207,0.0,0.0
gzhxy,hebei,UNICOM,222,39.916520404687624,39.9725
gzhxy,hebei,UNICOM,225,112.24159320587127,112.01
gzhxy,hebei,UNICOM,228,11.132707101597408,11.34
gzhxy,hebei,UNICOM,333,39.95173710299928,40.025
gzhxy,hebei,UNICOM,351,95.83060994978005,96.67
gzhxy,hebei,UNICOM,359,40.33175238394243,39.8975
gzhxy,hebei,UNICOM,366,90.82870812432441,91.0775
gzhxy,hebei,other,201,14.8631793481127,14.89
gzhxy,hebei,other,204,15.2346274240203,15.135
gzhxy,hebei,other,207,0.0,0.0
gzhxy,hebei,other,222,1.5364804766726263,1.5525
gzhxy,hebei,other,225,14.89447548383045,14.935
gzhxy,hebei,other,228,2.1012053207747305,2.065
gzhxy,hebei,other,333,1.5278958534219356,1.5525
gzhxy,hebei,other,351,15.297190053119794,15.075
gzhxy,hebei,other,359,1.5604052772657586,1.5475
gzhxy,hebei,other,366,13.12614159301273,13.03
gzhxy,hebei,unknown_isp,201,0.0,0.0
gzhxy,hebei,unknown_isp,204,0.0,0.0
gzhxy,hebei,unknown_isp,207,0.0,0.0
gzhxy,hebei,unknown_isp,222,0.0,0.0
gzhxy,hebei,unknown_isp,225,0.0,0.0
gzhxy,hebei,unknown_isp,228,0.0,0.0
gzhxy,hebei,unknown_isp,333,0.0,0.0
gzhxy,hebei,unknown_isp,351,0.0,0.0
gzhxy,hebei,unknown_isp,359,0.0,0.0
gzhxy,hebei,unknown_isp,366,0.0,0.0
gzhxy,heilongjiang,ALIBABA,201,0.0,0.0
gzhxy,heilongjiang,ALIBABA,204,0.0,0.0
gzhxy,heilongjiang,ALIBABA,207,0.0,0.0
gzhxy,heilongjiang,ALIBABA,222,0.0,0.0
gzhxy,heilongjiang,ALIBABA,225,0.0,0.0
gzhxy,heilongjiang,ALIBABA,228,0.0,0.0
gzhxy,heilongjiang,ALIBABA,333,0.0,0.0
gzhxy,heilongjiang,ALIBABA,351,0.0,0.0
gzhxy,heilongjiang,ALIBABA,359,0.0,0.0
gzhxy,heilongjiang,ALIBABA,366,0.0,0.0
gzhxy,heilongjiang,CERNET,201,2.1070625830135103,2.09
gzhxy,heilongjiang,CERNET,204,2.0469604877447836,2.075
gzhxy,heilongjiang,CERNET,207,0.0,0.0
gzhxy,heilongjiang,CERNET,222,2.031955293154314,2.03
gzhxy,heilongjiang,CERNET,225,2.08285336036156,2.085
gzhxy,heilongjiang,CERNET,228,0.9758565349406337,0.995
gzhxy,heilongjiang,CERNET,333,2.053641700513555,2.0325
gzhxy,heilongjiang,CERNET,351,2.4546022387502324,2.46
gzhxy,heilongjiang,CERNET,359,2.0417100140984012,2.0325
gzhxy,heilongjiang,CERNET,366,2.46432129557845,2.4525
gzhxy,heilongjiang,CHINANET,201,55.42051629875126,55.75
gzhxy,heilongjiang,CHINANET,204,54.75772698274229,55.105
gzhxy,heilongjiang,CHINANET,207,0.0,0.0
gzhxy,heilongjiang,CHINANET,222,15.393650232755627,15.185
gzhxy,heilongjiang,CHINANET,225,55.977749087186545,55.41
gzhxy,heilongjiang,CHINANET,228,5.498891119892748,5.4775
gzhxy,heilongjiang,CHINANET,333,15.276448798124443,15.195
gzhxy,heilongjiang,CHINANET,351,50.65204831227024,51.23
gzhxy,heilongjiang,CHINANET,359,15.408935195496445,15.2225
gzhxy,heilongjiang,CHINANET,366,46.58305974025786,45.9825
gzhxy,heilongjiang,CMNET,201,3.6990298739235783,3.74
gzhxy,heilongjiang,CMNET,204,3.730500706941215,3.7525
gzhxy,heilongjiang,CMNET,207,0.0,0.0
gzhxy,heilongjiang,CMNET,222,2.6328420391280996,2.6475
gzhxy,heilongjiang,CMNET,225,3.7845907388375255,3.7525
gzhxy,heilongjiang,CMNET,228,9.155107286850605,9.2025
gzhxy,heilongjiang,CMNET,333,2.3596867065969547,2.3725
gzhxy,heilongjiang,CMNET,351,3.73706116332704,3.7425
gzhxy,heilongjiang,CMNET,359,2.408599722610528,2.3975000000000004
gzhxy,heilongjiang,CMNET,366,2.6991336577824843,2.6975
gzhxy,heilongjiang,CRTC,201,0.6116518369823456,0.6025
gzhxy,heilongjiang,CRTC,204,0.6020897066788048,0.6025
gzhxy,heilongjiang,CRTC,207,0.0,0.0
gzhxy,heilongjiang,CRTC,222,6.349127607786586,6.2225
gzhxy,heilongjiang,CRTC,225,0.6169945931440253,0.6075
gzhxy,heilongjiang,CRTC,228,6.584605556163541,6.7025000000000015
gzhxy,heilongjiang,CRTC,333,6.339515577710743,6.2625
gzhxy,heilongjiang,CRTC,351,0.6014547580719938,0.6024999999999999
gzhxy,heilongjiang,CRTC,359,6.1493017234206455,6.2575
gzhxy,heilongjiang,CRTC,366,0.5965888447940957,0.6074999999999999
gzhxy,heilongjiang,DXTNET,201,1.158141863568196,1.1575
gzhxy,heilongjiang,DXTNET,204,1.1654378371723337,1.1574999999999998
gzhxy,heilongjiang,DXTNET,207,0.0,0.0
gzhxy,heilongjiang,DXTNET,222,0.8365167660479581,0.83
gzhxy,heilongjiang,DXTNET,225,1.1769428005376144,1.1725
gzhxy,heilongjiang,DXTNET,228,1.0538016752334742,1.07
gzhxy,heilongjiang,DXTNET,333,0.8350371060858633,0.8424999999999999
gzhxy,heilongjiang,DXTNET,351,0.3947799912563556,0.395
gzhxy,heilongjiang,DXTNET,359,0.8472413793656929,0.84
gzhxy,heilongjiang,DXTNET,366,0.3976695234927974,0.395
gzhxy,heilongjiang,EGOVNET,201,0.0,0.0
gzhxy,heilongjiang,EGOVNET,204,0.0,0.0
gzhxy,heilongjiang,EGOVNET,207,0.0,0.0
gzhxy,heilongjiang,EGOVNET,222,0.0,0.0
gzhxy,heilongjiang,EGOVNET,225,0.0,0.0
gzhxy,heilongjiang,EGOVNET,228,0.0,0.0
gzhxy,heilongjiang,EGOVNET,333,0.0,0.0
gzhxy,heilongjiang,EGOVNET,351,0.0,0.0
gzhxy,heilongjiang,EGOVNET,359,0.0,0.0
gzhxy,heilongjiang,EGOVNET,366,0.0,0.0
gzhxy,heilongjiang,UNICOM,201,43.31012530409638,43.7375
gzhxy,heilongjiang,UNICOM,204,43.73221093555588,43.95
gzhxy,heilongjiang,UNICOM,207,0.0,0.0
gzhxy,heilongjiang,UNICOM,222,10.02908009482509,10.26
gzhxy,heilongjiang,UNICOM,225,43.98041610663956,43.86500000000001
gzhxy,heilongjiang,UNICOM,228,4.448166222225308,4.455
gzhxy,heilongjiang,UNICOM,333,10.190462091056274,10.2075
gzhxy,heilongjiang,UNICOM,351,38.53781162448364,38.335
gzhxy,heilongjiang,UNICOM,359,10.176272302284442,10.1575
gzhxy,heilongjiang,UNICOM,366,34.72568242609113,34.2175
gzhxy,heilongjiang,other,201,48.91612629285086,49.2375
gzhxy,heilongjiang,other,204,49.305929673303375,49.52
gzhxy,heilongjiang,other,207,0.0,0.0
gzhxy,heilongjiang,other,222,10.525522389645865,10.4025
gzhxy,heilongjiang,other,225,49.17521250442986,49.45
gzhxy,heilongjiang,other,228,4.446585040043232,4.48
gzhxy,heilongjiang,other,333,10.558313923903086,10.505
gzhxy,heilongjiang,other,351,44.44036320000465,44.2775
gzhxy,heilongjiang,other,359,10.36095678404265,10.4875
gzhxy,heilongjiang,other,366,37.90538473761605,37.0225
gzhxy,heilongjiang,unknown_isp,201,0.0,0.0
gzhxy,heilongjiang,unknown_isp,204,0.0,0.0
gzhxy,heilongjiang,unknown_isp,207,0.0,0.0
gzhxy,heilongjiang,unknown_isp,222,0.0,0.0
gzhxy,heilongjiang,unknown_isp,225,0.0,0.0
gzhxy,heilongjiang,unknown_isp,228,0.0,0.0
gzhxy,heilongjiang,unknown_isp,333,0.0,0.0
gzhxy,heilongjiang,unknown_isp,351,0.0,0.0
gzhxy,heilongjiang,unknown_isp,359,0.0,0.0
gzhxy,heilongjiang,unknown_isp,366,0.0,0.0
gzhxy,henan,ALIBABA,201,-0.0,0.0
gzhxy,henan,ALIBABA,204,-0.0,0.0
gzhxy,henan,ALIBABA,207,0.0,0.0
gzhxy,henan,ALIBABA,222,-0.0,1.0
gzhxy,henan,ALIBABA,225,-0.0,0.0
gzhxy,henan,ALIBABA,228,-0.0,1.0
gzhxy,henan,ALIBABA,333,-0.0,1.0
gzhxy,henan,ALIBABA,351,-0.0,0.0
gzhxy,henan,ALIBABA,359,-0.0,1.0
gzhxy,henan,ALIBABA,366,-0.0,0.0
gzhxy,henan,CERNET,201,1.3578301738610374,1.3450000000000002
gzhxy,henan,CERNET,204,1.3307071767633412,1.325
gzhxy,henan,CERNET,207,0.0,0.0
gzhxy,henan,CERNET,222,1.082387651823614,1.0825
gzhxy,henan,CERNET,225,1.3565632165797967,1.3475
gzhxy,henan,CERNET,228,1.1477909301414222,1.145
gzhxy,henan,CERNET,333,1.0907563620252123,1.0825
gzhxy,henan,CERNET,351,1.3646711937579104,1.345
gzhxy,henan,CERNET,359,1.0954602065494325,1.09
gzhxy,henan,CERNET,366,1.3374772145134766,1.3425000000000002
gzhxy,henan,CHINANET,201,164.48714961026627,163.6575
gzhxy,henan,CHINANET,204,164.51052280006968,165.22
gzhxy,henan,CHINANET,207,0.0,0.0
gzhxy,henan,CHINANET,222,422.26128543470844,429.0675
gzhxy,henan,CHINANET,225,161.78687025480536,162.6475
gzhxy,henan,CHINANET,228,141.52958014161135,139.64749999999998
gzhxy,henan,CHINANET,333,433.3941375348954,433.2675
gzhxy,henan,CHINANET,351,155.47770861197014,152.8775
gzhxy,henan,CHINANET,359,437.83671067648623,437.3275
gzhxy,henan,CHINANET,366,142.16841860219154,141.33
gzhxy,henan,CMNET,201,8.908446519633374,8.78
gzhxy,henan,CMNET,204,8.789279488254687,8.807500000000003
gzhxy,henan,CMNET,207,0.0,0.0
gzhxy,henan,CMNET,222,8.583212091551985,8.557500000000001
gzhxy,henan,CMNET,225,8.70241821977906,8.782499999999999
gzhxy,henan,CMNET,228,36.00595148102342,36.505
gzhxy,henan,CMNET,333,8.432434899729358,8.5425
gzhxy,henan,CMNET,351,7.901662612486722,7.927499999999998
gzhxy,henan,CMNET,359,8.579899892762509,8.627500000000001
gzhxy,henan,CMNET,366,7.331342460272034,7.3925
gzhxy,henan,CRTC,201,3.0594534838869087,3.0375
gzhxy,henan,CRTC,204,3.0068841752032927,3.0425
gzhxy,henan,CRTC,207,0.0,0.0
gzhxy,henan,CRTC,222,1.366566637505913,1.36
gzhxy,henan,CRTC,225,3.0574561747149036,3.0525
gzhxy,henan,CRTC,228,2.38514398330896,2.37
gzhxy,henan,CRTC,333,1.377816615850346,1.3575
gzhxy,henan,CRTC,351,3.0034366347080965,3.045
gzhxy,henan,CRTC,359,1.3772362746036917,1.3675000000000002
gzhxy,henan,CRTC,366,3.058615660744121,3.0525
gzhxy,henan,DXTNET,201,1.6045536077098996,1.6025000000000005
gzhxy,henan,DXTNET,204,1.5948625527171687,1.6025
gzhxy,henan,DXTNET,207,0.0,0.0
gzhxy,henan,DXTNET,222,1.565917426028911,1.565
gzhxy,henan,DXTNET,225,1.61421237886785,1.6025
gzhxy,henan,DXTNET,228,1.918052595028449,1.9325
gzhxy,henan,DXTNET,333,1.577151461521676,1.5750000000000002
gzhxy,henan,DXTNET,351,1.539587203605449,1.5425
gzhxy,henan,DXTNET,359,1.5679288920520715,1.5775
gzhxy,henan,DXTNET,366,1.5516386794700783,1.5450000000000002
gzhxy,henan,EGOVNET,201,0.0,0.0
gzhxy,henan,EGOVNET,204,0.0,0.0
gzhxy,henan,EGOVNET,207,0.0,0.0
gzhxy,henan,EGOVNET,222,0.0,0.0
gzhxy,henan,EGOVNET,225,0.0,0.0
gzhxy,henan,EGOVNET,228,0.0,0.0
gzhxy,henan,EGOVNET,333,0.0,0.0
gzhxy,henan,EGOVNET,351,0.0,0.0
gzhxy,henan,EGOVNET,359,0.0,0.0
gzhxy,henan,EGOVNET,366,0.0,0.0
gzhxy,henan,UNICOM,201,124.66949017003229,125.94
gzhxy,henan,UNICOM,204,129.29275221110873,129.8525
gzhxy,henan,UNICOM,207,0.0,0.0
gzhxy,henan,UNICOM,222,35.02942326350518,34.95
gzhxy,henan,UNICOM,225,128.3552037412396,128.55
gzhxy,henan,UNICOM,228,12.05599783729296,12.15
gzhxy,henan,UNICOM,333,35.09627412037013,35.085
gzhxy,henan,UNICOM,351,112.34104852305204,114.1
gzhxy,henan,UNICOM,359,35.397075449012995,35.14
gzhxy,henan,UNICOM,366,106.67032253181807,105.1625
gzhxy,henan,other,201,531.688649568271,529.3249999999998
gzhxy,henan,other,204,517.7219730385865,532.3225000000001
gzhxy,henan,other,207,0.0,0.0
gzhxy,henan,other,222,6.365167238127858,6.2574999999999985
gzhxy,henan,other,225,540.6289250011362,526.9374999999999
gzhxy,henan,other,228,3.14810018271452,3.1575
gzhxy,henan,other,333,6.341648438003036,6.28
gzhxy,henan,other,351,538.1189217325665,539.6574999999998
gzhxy,henan,other,359,6.348329663449949,6.2525
gzhxy,henan,other,366,362.0184489069998,365.6125
gzhxy,henan,unknown_isp,201,0.0,0.0
gzhxy,henan,unknown_isp,204,0.0,0.0
gzhxy,henan,unknown_isp,207,0.0,0.0
gzhxy,henan,unknown_isp,222,0.0,0.0
gzhxy,henan,unknown_isp,225,0.0,0.0
gzhxy,henan,unknown_isp,228,0.0,0.0
gzhxy,henan,unknown_isp,333,0.0,0.0
gzhxy,henan,unknown_isp,351,0.0,0.0
gzhxy,henan,unknown_isp,359,0.0,0.0
gzhxy,henan,unknown_isp,366,0.0,0.0
gzhxy,hubei,ALIBABA,201,-0.0,1.0
gzhxy,hubei,ALIBABA,204,-0.0,1.0
gzhxy,hubei,ALIBABA,207,0.0,0.0
gzhxy,hubei,ALIBABA,222,-0.0,1.0
gzhxy,hubei,ALIBABA,225,-0.0,1.0
gzhxy,hubei,ALIBABA,228,-0.0,0.0
gzhxy,hubei,ALIBABA,333,-0.0,1.0
gzhxy,hubei,ALIBABA,351,-0.0,1.0
gzhxy,hubei,ALIBABA,359,-0.0,1.0
gzhxy,hubei,ALIBABA,366,-0.0,1.0
gzhxy,hubei,CERNET,201,1.7517567603079303,1.7275
gzhxy,hubei,CERNET,204,1.7079630313965513,1.735
gzhxy,hubei,CERNET,207,0.0,0.0
gzhxy,hubei,CERNET,222,4.682692519350612,4.655
gzhxy,hubei,CERNET,225,1.7442627351836129,1.73
gzhxy,hubei,CERNET,228,4.739667932615588,4.68
gzhxy,hubei,CERNET,333,4.593935744871619,4.6225000000000005
gzhxy,hubei,CERNET,351,1.7418266785333107,1.73
gzhxy,hubei,CERNET,359,4.640901580770588,4.6575000000000015
gzhxy,hubei,CERNET,366,1.7353213599862436,1.73
gzhxy,hubei,CHINANET,201,219.7914663641047,221.41
gzhxy,hubei,CHINANET,204,219.74815566787353,219.76
gzhxy,hubei,CHINANET,207,0.0,0.0
gzhxy,hubei,CHINANET,222,1694.077628574839,1677.85
gzhxy,hubei,CHINANET,225,222.06234407136307,221.0
gzhxy,hubei,CHINANET,228,1405.05823381491,1406.8575
gzhxy,hubei,CHINANET,333,1694.4596881759126,1690.565
gzhxy,hubei,CHINANET,351,206.73949421232325,206.3725
gzhxy,hubei,CHINANET,359,1699.5306637927263,1695.6575
gzhxy,hubei,CHINANET,366,186.32306970298367,189.49
gzhxy,hubei,CMNET,201,1.9088937164759594,1.9475
gzhxy,hubei,CMNET,204,1.966326120959826,1.9475
gzhxy,hubei,CMNET,207,0.0,0.0
gzhxy,hubei,CMNET,222,4.156348200939695,4.2174999999999985
gzhxy,hubei,CMNET,225,1.9732207868472886,1.9375
gzhxy,hubei,CMNET,228,25.34959452767307,25.2275
gzhxy,hubei,CMNET,333,4.170508208743566,4.1775
gzhxy,hubei,CMNET,351,1.9874440634541368,1.965
gzhxy,hubei,CMNET,359,4.141826231794773,4.1625
gzhxy,hubei,CMNET,366,1.9451373008120072,1.9525
gzhxy,hubei,CRTC,201,1.0070306022806241,1.0025
gzhxy,hubei,CRTC,204,1.0042642175767431,1.0025
gzhxy,hubei,CRTC,207,0.0,0.0
gzhxy,hubei,CRTC,222,1.4281508518054375,1.3975
gzhxy,hubei,CRTC,225,0.9885497502346883,0.9925
gzhxy,hubei,CRTC,228,1.2514712694654204,1.25
gzhxy,hubei,CRTC,333,1.3857847508102046,1.4049999999999998
gzhxy,hubei,CRTC,351,1.010311239287374,1.0025
gzhxy,hubei,CRTC,359,1.4029364240409157,1.4025
gzhxy,hubei,CRTC,366,1.1137118887191908,1.1075000000000002
gzhxy,hubei,DXTNET,201,3.6824344323773635,3.6675
gzhxy,hubei,DXTNET,204,3.6172616188788953,3.685
gzhxy,hubei,DXTNET,207,0.0,0.0
gzhxy,hubei,DXTNET,222,3.9327047203201144,3.92
gzhxy,hubei,DXTNET,225,3.632325928227148,3.6375
gzhxy,hubei,DXTNET,228,1.2635366088424238,1.27
gzhxy,hubei,DXTNET,333,3.952012879219464,3.9175
gzhxy,hubei,DXTNET,351,3.6374548461865555,3.635
gzhxy,hubei,DXTNET,359,3.968832452498019,3.99
gzhxy,hubei,DXTNET,366,3.9512760278405414,4.0175
gzhxy,hubei,EGOVNET,201,0.0,0.0
gzhxy,hubei,EGOVNET,204,0.0,0.0
gzhxy,hubei,EGOVNET,207,0.0,0.0
gzhxy,hubei,EGOVNET,222,0.0,0.0
gzhxy,hubei,EGOVNET,225,0.0,0.0
gzhxy,hubei,EGOVNET,228,0.0,0.0
gzhxy,hubei,EGOVNET,333,0.0,0.0
gzhxy,hubei,EGOVNET,351,0.0,0.0
gzhxy,hubei,EGOVNET,359,0.0,0.0
gzhxy,hubei,EGOVNET,366,0.0,0.0
gzhxy,hubei,UNICOM,201,21.54234979323164,21.56
gzhxy,hubei,UNICOM,204,21.22248234773051,21.295
gzhxy,hubei,UNICOM,207,0.0,0.0
gzhxy,hubei,UNICOM,222,5.197042777355346,5.2925
gzhxy,hubei,UNICOM,225,21.456800177649363,21.36
gzhxy,hubei,UNICOM,228,3.0704482549231544,3.02
gzhxy,hubei,UNICOM,333,5.265152864626268,5.26
gzhxy,hubei,UNICOM,351,18.88462503184217,19.0725
gzhxy,hubei,UNICOM,359,5.170784927275444,5.265
gzhxy,hubei,UNICOM,366,16.7181802965993,16.875
gzhxy,hubei,other,201,7.851043950992649,7.825
gzhxy,hubei,other,204,7.705278129904324,7.837499999999999
gzhxy,hubei,other,207,0.0,0.0
gzhxy,hubei,other,222,1.2430672444594852,1.2575
gzhxy,hubei,other,225,7.876309909548743,7.85
gzhxy,hubei,other,228,1.0688150428371535,1.0750000000000002
gzhxy,hubei,other,333,1.2535428199628982,1.255
gzhxy,hubei,other,351,5.419977377183148,5.539999999999999
gzhxy,hubei,other,359,1.237101524580932,1.25
gzhxy,hubei,other,366,5.070222969643234,5.102500000000001
gzhxy,hubei,unknown_isp,201,0.0,0.0
gzhxy,hubei,unknown_isp,204,0.0,0.0
gzhxy,hubei,unknown_isp,207,0.0,0.0
gzhxy,hubei,unknown_isp,222,0.0,0.0
gzhxy,hubei,unknown_isp,225,0.0,0.0
gzhxy,hubei,unknown_isp,228,0.0,0.0
gzhxy,hubei,unknown_isp,333,0.0,0.0
gzhxy,hubei,unknown_isp,351,0.0,0.0
gzhxy,hubei,unknown_isp,359,0.0,0.0
gzhxy,hubei,unknown_isp,366,0.0,0.0
gzhxy,hunan,ALIBABA,201,-0.0,1.0
gzhxy,hunan,ALIBABA,204,-0.0,1.0
gzhxy,hunan,ALIBABA,207,0.0,0.0
gzhxy,hunan,ALIBABA,222,-0.0,4.0
gzhxy,hunan,ALIBABA,225,-0.0,1.0
gzhxy,hunan,ALIBABA,228,-0.0,1.0
gzhxy,hunan,ALIBABA,333,-0.0,4.0
gzhxy,hunan,ALIBABA,351,-0.0,1.0
gzhxy,hunan,ALIBABA,359,-0.0,4.0
gzhxy,hunan,ALIBABA,366,-0.0,1.0
gzhxy,hunan,CERNET,201,2.172995063339452,2.1725000000000003
gzhxy,hunan,CERNET,204,2.173995633909788,2.1625
gzhxy,hunan,CERNET,207,0.0,0.0
gzhxy,hunan,CERNET,222,1.9829546376754725,1.99
gzhxy,hunan,CERNET,225,2.1318132413385698,2.1625
gzhxy,hunan,CERNET,228,1.3311254110821018,1.3475
gzhxy,hunan,CERNET,333,2.025728627155654,1.9875
gzhxy,hunan,CERNET,351,2.117335322542781,2.1575
gzhxy,hunan,CERNET,359,2.6520080520141187,2.645
gzhxy,hunan,CERNET,366,1.8239560393517644,1.815
gzhxy,hunan,CHINANET,201,147.00469325157087,147.485
gzhxy,hunan,CHINANET,204,147.47600035478308,149.4775
gzhxy,hunan,CHINANET,207,0.0,0.0
gzhxy,hunan,CHINANET,222,399.6678351316533,404.715
gzhxy,hunan,CHINANET,225,145.70177874305878,148.09750000000003
gzhxy,hunan,CHINANET,228,142.3870355602088,142.265
gzhxy,hunan,CHINANET,333,412.2247139610417,407.99
gzhxy,hunan,CHINANET,351,135.94174894303913,136.1225
gzhxy,hunan,CHINANET,359,409.5468559665231,407.18000000000006
gzhxy,hunan,CHINANET,366,117.3006637622553,116.495
gzhxy,hunan,CMNET,201,2.2077222748580625,2.245
gzhxy,hunan,CMNET,204,2.237715172926992,2.2325000000000004
gzhxy,hunan,CMNET,207,0.0,0.0
gzhxy,hunan,CMNET,222,6.08900049486706,6.1125
gzhxy,hunan,CMNET,225,2.2314429965242746,2.2325
gzhxy,hunan,CMNET,228,16.50895147175233,16.3825
gzhxy,hunan,CMNET,333,6.154398301961978,6.16
gzhxy,hunan,CMNET,351,2.250299835453366,2.2350000000000003
gzhxy,hunan,CMNET,359,6.168228813348535,6.16
gzhxy,hunan,CMNET,366,1.8166694760006634,1.82
gzhxy,hunan,CRTC,201,1.0105774680814834,1.01
gzhxy,hunan,CRTC,204,0.992806653465365,1.005
gzhxy,hunan,CRTC,207,0.0,0.0
gzhxy,hunan,CRTC,222,1.7426076304046543,1.7325
gzhxy,hunan,CRTC,225,0.9966087754429902,1.0
gzhxy,hunan,CRTC,228,1.1817047504961162,1.16
gzhxy,hunan,CRTC,333,1.7093295119061924,1.7225
gzhxy,hunan,CRTC,351,1.0113463422110132,0.9975
gzhxy,hunan,CRTC,359,1.7383241926243815,1.7225
gzhxy,hunan,CRTC,366,0.9880161753829615,0.9925
gzhxy,hunan,DXTNET,201,1.507138882923824,1.5099999999999998
gzhxy,hunan,DXTNET,204,1.4981648190195236,1.495
gzhxy,hunan,DXTNET,207,0.0,0.0
gzhxy,hunan,DXTNET,222,1.179347719640169,1.1925
gzhxy,hunan,DXTNET,225,1.5014904690046584,1.515
gzhxy,hunan,DXTNET,228,1.2840177709744514,1.2925
gzhxy,hunan,DXTNET,333,1.200817985084622,1.2
gzhxy,hunan,DXTNET,351,1.3549263118537995,1.3525000000000005
gzhxy,hunan,DXTNET,359,1.1975018714060448,1.19
gzhxy,hunan,DXTNET,366,1.3501400187221835,1.3575
gzhxy,hunan,EGOVNET,201,0.0,0.0
gzhxy,hunan,EGOVNET,204,0.0,0.0
gzhxy,hunan,EGOVNET,207,0.0,0.0
gzhxy,hunan,EGOVNET,222,0.0,0.0
gzhxy,hunan,EGOVNET,225,0.0,0.0
gzhxy,hunan,EGOVNET,228,0.0,0.0
gzhxy,hunan,EGOVNET,333,0.0,0.0
gzhxy,hunan,EGOVNET,351,0.0,0.0
gzhxy,hunan,EGOVNET,359,0.0,0.0
gzhxy,hunan,EGOVNET,366,0.0,0.0
gzhxy,hunan,UNICOM,201,32.95953754469761,33.1125
gzhxy,hunan,UNICOM,204,32.876506670735424,32.6
gzhxy,hunan,UNICOM,207,0.0,0.0
gzhxy,hunan,UNICOM,222,6.545003551889051,6.6225000000000005
gzhxy,hunan,UNICOM,225,33.22461223463131,33.045
gzhxy,hunan,UNICOM,228,2.471303523392707,2.4875000000000003
gzhxy,hunan,UNICOM,333,6.623614517049304,6.675
gzhxy,hunan,UNICOM,351,29.506696573758006,29.795
gzhxy,hunan,UNICOM,359,6.575161693133742,6.6850000000000005
gzhxy,hunan,UNICOM,366,27.155331308763408,27.58
gzhxy,hunan,other,201,46.643196145119994,46.19750000000001
gzhxy,hunan,other,204,45.69842647417245,45.795
gzhxy,hunan,other,207,0.0,0.0
gzhxy,hunan,other,222,12.334535530796066,12.2825
gzhxy,hunan,other,225,45.595662654999146,46.0075
gzhxy,hunan,other,228,4.224364197481821,4.2275
gzhxy,hunan,other,333,12.203135062218031,12.277500000000002
gzhxy,hunan,other,351,41.096900426992526,40.99500000000001
gzhxy,hunan,other,359,12.431743887775417,12.405
gzhxy,hunan,other,366,36.76338565787164,36.9525
gzhxy,hunan,unknown_isp,201,0.0,0.0
gzhxy,hunan,unknown_isp,204,0.0,0.0
gzhxy,hunan,unknown_isp,207,0.0,0.0
gzhxy,hunan,unknown_isp,222,0.0,0.0
gzhxy,hunan,unknown_isp,225,0.0,0.0
gzhxy,hunan,unknown_isp,228,0.0,0.0
gzhxy,hunan,unknown_isp,333,0.0,0.0
gzhxy,hunan,unknown_isp,351,0.0,0.0
gzhxy,hunan,unknown_isp,359,0.0,0.0
gzhxy,hunan,unknown_isp,366,0.0,0.0
gzhxy,jiangsu,ALIBABA,201,-0.0,1.0
gzhxy,jiangsu,ALIBABA,204,-0.0,1.0
gzhxy,jiangsu,ALIBABA,207,0.0,0.0
gzhxy,jiangsu,ALIBABA,222,-0.0,2.0
gzhxy,jiangsu,ALIBABA,225,-0.0,1.0
gzhxy,jiangsu,ALIBABA,228,-0.0,1.0
gzhxy,jiangsu,ALIBABA,333,-0.0,2.0
gzhxy,jiangsu,ALIBABA,351,-0.0,1.0
gzhxy,jiangsu,ALIBABA,359,-0.0,2.0
gzhxy,jiangsu,ALIBABA,366,-0.0,1.0
gzhxy,jiangsu,CERNET,201,2.0322440935498607,2.0475000000000003
gzhxy,jiangsu,CERNET,204,2.057454276709395,2.0425
gzhxy,jiangsu,CERNET,207,0.0,0.0
gzhxy,jiangsu,CERNET,222,1.79316566862336,1.7525
gzhxy,jiangsu,CERNET,225,1.9968655353453222,2.045
gzhxy,jiangsu,CERNET,228,2.042882542274805,2.02
gzhxy,jiangsu,CERNET,333,1.7488001761986312,1.7575
gzhxy,jiangsu,CERNET,351,2.0429504260812124,2.0575
gzhxy,jiangsu,CERNET,359,1.7712580742088697,1.75
gzhxy,jiangsu,CERNET,366,1.889649191538057,1.9
gzhxy,jiangsu,CHINANET,201,485.5645289523742,483.2625000000001
gzhxy,jiangsu,CHINANET,204,483.0637761300146,484.85
gzhxy,jiangsu,CHINANET,207,0.0,0.0
gzhxy,jiangsu,CHINANET,222,1209.393141196631,1229.2125
gzhxy,jiangsu,CHINANET,225,480.33535975623545,485.1175
gzhxy,jiangsu,CHINANET,228,570.5007108236175,574.5525
gzhxy,jiangsu,CHINANET,333,1229.9201761380918,1229.8525
gzhxy,jiangsu,CHINANET,351,448.62551256937536,450.775
